 91981/100000: episode: 2367, duration: 2.919s, episode steps:  27, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.259 [0.000, 3.000],  loss: 0.001972, mae: 0.272051, mean_q: 0.381847, mean_eps: 0.917230
 39115/100000: episode: 1012, duration: 0.080s, episode steps:  26, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.385 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39292/100000: episode: 1013, duration: 0.640s, episode steps: 177, steps per second: 277, episode reward:  3.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.542 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39355/100000: episode: 1014, duration: 0.277s, episode steps:  63, steps per second: 227, episode reward:  1.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.460 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39476/100000: episode: 1015, duration: 0.540s, episode steps: 121, steps per second: 224, episode reward:  2.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.512 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39529/100000: episode: 1016, duration: 0.239s, episode steps:  53, steps per second: 222, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.585 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39554/100000: episode: 1017, duration: 0.117s, episode steps:  25, steps per second: 214, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.000 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39582/100000: episode: 1018, duration: 0.143s, episode steps:  28, steps per second: 195, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39612/100000: episode: 1019, duration: 0.127s, episode steps:  30, steps per second: 236, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.267 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39638/100000: episode: 1020, duration: 0.125s, episode steps:  26, steps per second: 208, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.269 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39675/100000: episode: 1021, duration: 0.163s, episode steps:  37, steps per second: 227, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.514 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39701/100000: episode: 1022, duration: 0.145s, episode steps:  26, steps per second: 179, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.577 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39726/100000: episode: 1023, duration: 0.111s, episode steps:  25, steps per second: 225, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39751/100000: episode: 1024, duration: 0.116s, episode steps:  25, steps per second: 215, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.280 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39777/100000: episode: 1025, duration: 0.120s, episode steps:  26, steps per second: 216, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.269 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39812/100000: episode: 1026, duration: 0.166s, episode steps:  35, steps per second: 210, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.629 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39842/100000: episode: 1027, duration: 0.136s, episode steps:  30, steps per second: 221, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.667 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39868/100000: episode: 1028, duration: 0.135s, episode steps:  26, steps per second: 192, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.538 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39894/100000: episode: 1029, duration: 0.132s, episode steps:  26, steps per second: 197, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.692 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 39995/100000: episode: 1030, duration: 0.432s, episode steps: 101, steps per second: 234, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.356 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40022/100000: episode: 1031, duration: 0.094s, episode steps:  27, steps per second: 288, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.481 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40048/100000: episode: 1032, duration: 0.076s, episode steps:  26, steps per second: 340, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.423 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40073/100000: episode: 1033, duration: 0.088s, episode steps:  25, steps per second: 283, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.520 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40098/100000: episode: 1034, duration: 0.076s, episode steps:  25, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40125/100000: episode: 1035, duration: 0.080s, episode steps:  27, steps per second: 336, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.259 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40178/100000: episode: 1036, duration: 0.157s, episode steps:  53, steps per second: 337, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.358 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40206/100000: episode: 1037, duration: 0.085s, episode steps:  28, steps per second: 330, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.643 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40231/100000: episode: 1038, duration: 0.088s, episode steps:  25, steps per second: 284, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40261/100000: episode: 1039, duration: 0.107s, episode steps:  30, steps per second: 279, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.567 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40290/100000: episode: 1040, duration: 0.087s, episode steps:  29, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.552 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40325/100000: episode: 1041, duration: 0.116s, episode steps:  35, steps per second: 302, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.800 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40353/100000: episode: 1042, duration: 0.097s, episode steps:  28, steps per second: 290, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.821 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40378/100000: episode: 1043, duration: 0.076s, episode steps:  25, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.840 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40403/100000: episode: 1044, duration: 0.086s, episode steps:  25, steps per second: 291, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40457/100000: episode: 1045, duration: 0.166s, episode steps:  54, steps per second: 324, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.556 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40482/100000: episode: 1046, duration: 0.085s, episode steps:  25, steps per second: 295, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40512/100000: episode: 1047, duration: 0.093s, episode steps:  30, steps per second: 323, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40538/100000: episode: 1048, duration: 0.094s, episode steps:  26, steps per second: 276, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.385 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40572/100000: episode: 1049, duration: 0.117s, episode steps:  34, steps per second: 290, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.647 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40650/100000: episode: 1050, duration: 0.225s, episode steps:  78, steps per second: 347, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.526 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40676/100000: episode: 1051, duration: 0.078s, episode steps:  26, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.308 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40729/100000: episode: 1052, duration: 0.156s, episode steps:  53, steps per second: 339, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.679 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40756/100000: episode: 1053, duration: 0.081s, episode steps:  27, steps per second: 335, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.519 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40782/100000: episode: 1054, duration: 0.079s, episode steps:  26, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.269 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40809/100000: episode: 1055, duration: 0.097s, episode steps:  27, steps per second: 279, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.370 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 40912/100000: episode: 1056, duration: 0.295s, episode steps: 103, steps per second: 350, episode reward:  2.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.534 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41014/100000: episode: 1057, duration: 0.284s, episode steps: 102, steps per second: 359, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.461 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41039/100000: episode: 1058, duration: 0.077s, episode steps:  25, steps per second: 326, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.720 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41064/100000: episode: 1059, duration: 0.075s, episode steps:  25, steps per second: 336, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.840 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41090/100000: episode: 1060, duration: 0.086s, episode steps:  26, steps per second: 302, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 0.846 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41117/100000: episode: 1061, duration: 0.086s, episode steps:  27, steps per second: 316, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.630 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41148/100000: episode: 1062, duration: 0.113s, episode steps:  31, steps per second: 275, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.452 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41174/100000: episode: 1063, duration: 0.088s, episode steps:  26, steps per second: 297, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.654 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41199/100000: episode: 1064, duration: 0.075s, episode steps:  25, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41253/100000: episode: 1065, duration: 0.167s, episode steps:  54, steps per second: 323, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.611 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41280/100000: episode: 1066, duration: 0.083s, episode steps:  27, steps per second: 326, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.037 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41351/100000: episode: 1067, duration: 0.203s, episode steps:  71, steps per second: 349, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.423 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41383/100000: episode: 1068, duration: 0.099s, episode steps:  32, steps per second: 322, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.469 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41411/100000: episode: 1069, duration: 0.090s, episode steps:  28, steps per second: 312, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.250 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41436/100000: episode: 1070, duration: 0.083s, episode steps:  25, steps per second: 300, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41464/100000: episode: 1071, duration: 0.087s, episode steps:  28, steps per second: 320, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.107 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41492/100000: episode: 1072, duration: 0.090s, episode steps:  28, steps per second: 312, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.214 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41517/100000: episode: 1073, duration: 0.086s, episode steps:  25, steps per second: 289, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.840 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41548/100000: episode: 1074, duration: 0.091s, episode steps:  31, steps per second: 342, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.258 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41573/100000: episode: 1075, duration: 0.090s, episode steps:  25, steps per second: 276, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.320 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41604/100000: episode: 1076, duration: 0.106s, episode steps:  31, steps per second: 292, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.839 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41629/100000: episode: 1077, duration: 0.075s, episode steps:  25, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41655/100000: episode: 1078, duration: 0.080s, episode steps:  26, steps per second: 326, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.808 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41680/100000: episode: 1079, duration: 0.088s, episode steps:  25, steps per second: 283, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.600 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41705/100000: episode: 1080, duration: 0.073s, episode steps:  25, steps per second: 342, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.840 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41734/100000: episode: 1081, duration: 0.087s, episode steps:  29, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.414 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41762/100000: episode: 1082, duration: 0.097s, episode steps:  28, steps per second: 289, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41789/100000: episode: 1083, duration: 0.085s, episode steps:  27, steps per second: 320, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.630 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41814/100000: episode: 1084, duration: 0.080s, episode steps:  25, steps per second: 311, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 41919/100000: episode: 1085, duration: 0.300s, episode steps: 105, steps per second: 350, episode reward:  2.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.362 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42027/100000: episode: 1086, duration: 0.306s, episode steps: 108, steps per second: 353, episode reward:  2.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.639 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42059/100000: episode: 1087, duration: 0.098s, episode steps:  32, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.625 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42132/100000: episode: 1088, duration: 0.214s, episode steps:  73, steps per second: 341, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.562 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42157/100000: episode: 1089, duration: 0.078s, episode steps:  25, steps per second: 319, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.000 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42182/100000: episode: 1090, duration: 0.073s, episode steps:  25, steps per second: 343, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42207/100000: episode: 1091, duration: 0.083s, episode steps:  25, steps per second: 303, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42233/100000: episode: 1092, duration: 0.089s, episode steps:  26, steps per second: 291, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.115 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42259/100000: episode: 1093, duration: 0.080s, episode steps:  26, steps per second: 324, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.423 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42286/100000: episode: 1094, duration: 0.089s, episode steps:  27, steps per second: 303, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.444 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42311/100000: episode: 1095, duration: 0.075s, episode steps:  25, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42342/100000: episode: 1096, duration: 0.093s, episode steps:  31, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.355 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42375/100000: episode: 1097, duration: 0.115s, episode steps:  33, steps per second: 288, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.455 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42401/100000: episode: 1098, duration: 0.082s, episode steps:  26, steps per second: 319, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.615 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42457/100000: episode: 1099, duration: 0.194s, episode steps:  56, steps per second: 288, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.286 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42482/100000: episode: 1100, duration: 0.077s, episode steps:  25, steps per second: 326, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.640 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42507/100000: episode: 1101, duration: 0.077s, episode steps:  25, steps per second: 324, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42533/100000: episode: 1102, duration: 0.100s, episode steps:  26, steps per second: 259, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.500 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42558/100000: episode: 1103, duration: 0.089s, episode steps:  25, steps per second: 282, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42592/100000: episode: 1104, duration: 0.096s, episode steps:  34, steps per second: 355, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.618 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42617/100000: episode: 1105, duration: 0.095s, episode steps:  25, steps per second: 263, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.640 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42642/100000: episode: 1106, duration: 0.075s, episode steps:  25, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42667/100000: episode: 1107, duration: 0.078s, episode steps:  25, steps per second: 321, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.160 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42740/100000: episode: 1108, duration: 0.222s, episode steps:  73, steps per second: 329, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.452 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42767/100000: episode: 1109, duration: 0.080s, episode steps:  27, steps per second: 337, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.296 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42792/100000: episode: 1110, duration: 0.079s, episode steps:  25, steps per second: 315, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.760 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42821/100000: episode: 1111, duration: 0.103s, episode steps:  29, steps per second: 282, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.621 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42848/100000: episode: 1112, duration: 0.084s, episode steps:  27, steps per second: 322, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.185 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42873/100000: episode: 1113, duration: 0.082s, episode steps:  25, steps per second: 304, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.200 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42898/100000: episode: 1114, duration: 0.093s, episode steps:  25, steps per second: 268, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.760 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42924/100000: episode: 1115, duration: 0.075s, episode steps:  26, steps per second: 349, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.615 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42950/100000: episode: 1116, duration: 0.078s, episode steps:  26, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.731 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42975/100000: episode: 1117, duration: 0.088s, episode steps:  25, steps per second: 284, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.880 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43003/100000: episode: 1118, duration: 0.085s, episode steps:  28, steps per second: 331, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.643 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43062/100000: episode: 1119, duration: 0.175s, episode steps:  59, steps per second: 337, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.339 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43090/100000: episode: 1120, duration: 0.088s, episode steps:  28, steps per second: 317, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.393 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43121/100000: episode: 1121, duration: 0.091s, episode steps:  31, steps per second: 340, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.419 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43147/100000: episode: 1122, duration: 0.091s, episode steps:  26, steps per second: 287, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.577 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43172/100000: episode: 1123, duration: 0.077s, episode steps:  25, steps per second: 323, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43229/100000: episode: 1124, duration: 0.276s, episode steps:  57, steps per second: 207, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.561 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43259/100000: episode: 1125, duration: 0.125s, episode steps:  30, steps per second: 240, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.367 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43291/100000: episode: 1126, duration: 0.146s, episode steps:  32, steps per second: 219, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.906 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43317/100000: episode: 1127, duration: 0.118s, episode steps:  26, steps per second: 220, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.692 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43342/100000: episode: 1128, duration: 0.112s, episode steps:  25, steps per second: 223, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43367/100000: episode: 1129, duration: 0.121s, episode steps:  25, steps per second: 206, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 43393/100000: episode: 1130, duration: 0.127s, episode steps:  26, steps per second: 205, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.769 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
